slug,title,author,published,category,section_label,description,hero_image,hero_image_local,source_url
lexar-launches-4-gb-compactflash-card-31260,Lexar Launches 4-GB CompactFlash Card,Kirk L. Kroeker,"August 4, 2003 3:20 PM PT",Hardware,PRODUCT PROFILE,"Lexar Media is shipping the world's first 4-GB CompactFlash memory card. Specifically designed for professional photographers shooting high-resolution images -- and priced at an industry high of $1,499 -- the card can store about 600 images captured in raw mode using a 6-megapixel camera. Amateur photographers shooting with lower-resolution cameras can expect to capture as many as 45,000 JPEG images using the card. The actual number of images a 4-GB card can store depends on camera quality, picture resolution and image file format.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/storage-06.jpg,,https://www.technewsworld.com/story/lexar-launches-4-gb-compactflash-card-31260.html
license-plate-reader-adds-device-snooping-feature-180421,License Plate Reader Adds Device Tracking Feature,John P. Mello Jr.,"June 30, 2026 5:00 AM PT",Privacy,,"A new ALPR upgrade correlates nearby electronic devices with vehicles, raising questions about privacy, Fourth Amendment protections, and cybersecurity.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/06/leonardo-signaltrace.jpg,images/license-plate-reader-adds-device-snooping-feature-180421.jpg,https://www.technewsworld.com/story/license-plate-reader-adds-device-snooping-feature-180421.html
life-after-moores-law-beyond-silicon-31137,Life After Moore's Law: Beyond Silicon,Gene J. Koprowski,"July 18, 2003 4:00 AM PT",Hardware,TECHNOLOGY SPECIAL REPORT,"In 1965, Gordon Moore, Intel's cofounder, predicted that the number of transistors on an integrated circuit would double every 18 months. In some people's eyes, that law -- which has become somewhat of an accepted axiom in the computer industry -- has been losing veracity. There are some who think there are limits to the growth potential of silicon-based semiconductors. But others, including researchers at Lucent's semiconductor division, reckon that silicon technology still has enough capacity to handle many more generations of innovation.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/innovation-03-chip.jpg,images/life-after-moores-law-beyond-silicon-31137.jpg,https://www.technewsworld.com/story/life-after-moores-law-beyond-silicon-31137.html
lindows-com-launches-cd-based-internet-ready-pc-31165,"Lindows.com Launches CD-Based, Internet-Ready PC",Kirk L. Kroeker,"July 22, 2003 11:07 AM PT",Hardware,PRODUCT PROFILE,"Lindows.com has launched what the company is calling a ""new class"" of computer, insisting it is not a mere thin client or Internet appliance. The new Lindows WebStation is an Internet-ready, full-fledged computer designed specifically to be a family's second PC, a business terminal or a public-access kiosk. Unlike many single-purpose thin clients, WebStations offer several general-purpose applications, including Web browsing software, instant messaging capabilities, audio/video playback, Web-based e-mail and a Microsoft-compatible office suite.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/lindows-os3-screen-1.jpg,images/lindows-com-launches-cd-based-internet-ready-pc-31165.jpg,https://www.technewsworld.com/story/lindows-com-launches-cd-based-internet-ready-pc-31165.html
linux-community-mounts-fight-sco-responds-31301,"Linux Community Mounts Fight, SCO Responds",Jay Lyman,"August 8, 2003 12:26 PM PT",Computing,"August 27, 2026 01:43:40 AM","The Linux legal war increased in scope and ferocity this week as IBM coutersued SCO, which had claimed Big Blue wrongfully used SCO Unix source code in Linux. Meanwhile, the open-source community has almost unilaterally aligned against Lindon, Utah-based SCO by supporting the counterclaim. The IBM counterclaim, which asks the courts to stop SCO from ""misrepresenting its rights"" and accuses SCO of patent infringement, won the support of Novell, according to an IBM e-mail obtained by TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibm-novell-sco-1.jpg,images/linux-community-mounts-fight-sco-responds-31301.jpg,https://www.technewsworld.com/story/linux-community-mounts-fight-sco-responds-31301.html
linux-hits-landmarks-in-los-alamos-supercomputer-deals-31354,Linux Hits Landmarks in Los Alamos Supercomputer Deals,Jay Lyman,"August 15, 2003 9:01 AM PT",Hardware,,"Los Alamos National Laboratory announced plans with system builder Linux Networx to build a Linux cluster supercomputer, using AMD Opteron processors, that will rank among the top 10 of the world's fastest computers and will facilitate nuclear weapons research. Linux Networx -- which also scored a second deal for a smaller, 256-node system that will be the largest InfiniBand cluster to date -- touted the rapid deployment of the system, dubbed ""Lightning,"" that is scheduled for delivery in September.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/lightning-linux-1.jpg,images/linux-hits-landmarks-in-los-alamos-supercomputer-deals-31354.jpg,https://www.technewsworld.com/story/linux-hits-landmarks-in-los-alamos-supercomputer-deals-31354.html
linux-microsoft-and-the-64-bit-decade-31643,"Linux, Microsoft and the 64-Bit Decade",Rob Enderle,"September 22, 2003 3:35 PM PT",Computing,OPINION,"Linux remains overmatched in the 32-bit world on the desktop. There is just too large a base of Windows users and related applications for Linux to dominate the market in a reasonable period of time. However, transitions breed change, and the industry is about to take a big step into the 64-bit world, where the playing field is either level or actually might favor Linux. The dynamic that exists in the 32-bit world, which favors Windows, is upside down in the existing 64-bit world that favors Unix.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/64-bit-computing-1.jpg,images/linux-microsoft-and-the-64-bit-decade-31643.jpg,https://www.technewsworld.com/story/linux-microsoft-and-the-64-bit-decade-31643.html
mark-zuckerberg-makes-the-case-for-superintelligence-for-everyone-180491,Zuckerberg Makes His Case for Superintelligence for All,John P. Mello Jr.,"August 11, 2026 5:00 AM PT",Artificial Intelligence,"August 27, 2026 01:18:07 AM","Mark Zuckerberg wants superintelligence in everyone’s hands, but experts question who will benefit most from the AI revolution.",https://www.technewsworld.com/wp-content/uploads/sites/3/2023/05/ai-brain.jpg,images/mark-zuckerberg-makes-the-case-for-superintelligence-for-everyone-180491.jpg,https://www.technewsworld.com/story/mark-zuckerberg-makes-the-case-for-superintelligence-for-everyone-180491.html
microsoft-announces-beta-of-xp-for-64-bit-amd-processor-31655,Microsoft Announces Beta of XP for 64-Bit AMD Processor,John P. Mello Jr.,"September 23, 2003 2:36 PM PT",Hardware,,"Microsoft has announced it is releasing a beta version of Windows XP for AMD's new 64-bit processor. That's both good news and bad news for AMD. The good news is that Microsoft is showing significant support for the new processor by making a version of XP for it. The bad news is that Microsoft won't have a final production version of the operating system this year. ""The actual finished product will be available in the first quarter of 2004,"" Windows XP project manager Tracy Overby told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/amd64-wow64.jpg,images/microsoft-announces-beta-of-xp-for-64-bit-amd-processor-31655.jpg,https://www.technewsworld.com/story/microsoft-announces-beta-of-xp-for-64-bit-amd-processor-31655.html
microsoft-based-motorola-phone-in-works-from-orange-31512,Microsoft-Based Motorola Phone in Works from Orange,Jay Lyman,"September 5, 2003 3:24 PM PT",Hardware,,"Looking to land its first major handset maker as a Windows Mobile software customer, Microsoft is reportedly involved in a deal with Motorola, the company that will build the new smart phone to be offered by French operator Orange. A briefing is scheduled for next week, and industry insiders told TechNewsWorld that the move was expected, especially given Motorola's existing relationship with Microsoft and its software. ""It's really just been a question of how long before this happens,"" Gartner research vice president Phil Redman told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-motorola-orange-phone.jpg,images/microsoft-based-motorola-phone-in-works-from-orange-31512.jpg,https://www.technewsworld.com/story/microsoft-based-motorola-phone-in-works-from-orange-31512.html
microsoft-issues-rpc-warnings-updates-31549,"Microsoft Issues RPC Warnings, Updates",Kirk L. Kroeker,"September 10, 2003 4:17 PM PT",Security,"August 27, 2026 01:51:13 AM","Microsoft's disclosure of three new security holes in Windows came just moments before its senior security strategist, Phil Reitinger, told lawmakers on the House Government Reform technology subcommittee about the company's efforts to help consumers defend themselves against viruses and other Internet attacks. Specifically, the three newly identified flaws are in the RPC protocol in Windows, and two of them are similar to the vulnerability attacked by Blaster.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/windows-rpc-vulnerability.jpg,images/microsoft-issues-rpc-warnings-updates-31549.jpg,https://www.technewsworld.com/story/microsoft-issues-rpc-warnings-updates-31549.html
microsoft-passport-and-the-future-of-authentication-31667,Microsoft Passport and the Future of Authentication,Jack M. Germain,"September 25, 2003 4:13 AM PT",Security,- [Next Article in Security](https://www.technewsworld.com/story/california-law-to-ban-all-spam-31669.html?cat_id=118),"Microsoft's .NET Passport, one of the largest online authentication services in operation, has more than 200 million active accounts and handles more than 4 billion authentications per month. As a whole, Microsoft's .NET Passport service is a collection of Internet-based technologies designed to make accessing e-commerce Web sites easier, faster and, in theory, more secure. However, critics have faulted Microsoft's centralized identification model as being fraught with security risks, largely because all user data is stored in one place.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ms-net-passport-3.jpg,images/microsoft-passport-and-the-future-of-authentication-31667.jpg,https://www.technewsworld.com/story/microsoft-passport-and-the-future-of-authentication-31667.html
microsofts-advanced-research-division-comes-of-age-31366,Microsoft's Advanced-Research Division Comes of Age,Jack M. Germain,"August 19, 2003 4:11 AM PT",Computing,TECHNOLOGY SPECIAL REPORT,"Last month Microsoft hosted a summit to discuss major computing problems. The event has become an annual showcase for new research projects and for the massive dollar endowments that Microsoft's advanced-research division -- called Microsoft Research, or MSR -- provides to a worldwide network of universities. Once a lackluster research lab shrouded in secrecy, MSR has come into its own. But analysts are not sure whether Microsoft's extensive research reach -- fostered by massive funding efforts -- will successfully meet changing economic and end-user challenges.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-msn-1.jpg,images/microsofts-advanced-research-division-comes-of-age-31366.jpg,https://www.technewsworld.com/story/microsofts-advanced-research-division-comes-of-age-31366.html
microsofts-next-big-move-longhorn-exposed-31262,Microsoft's Next Big Move: Longhorn Exposed,Gene J. Koprowski,"August 5, 2003 4:00 AM PT",Applications,TECHNOLOGY SPECIAL REPORT,"Microsoft's long-anticipated operating system -- code-named Longhorn -- has been hard to lasso. The company has been carefully controlling disclosures about the new OS, which is slated to be released in 2005. Even developers are keeping mum, for the most part. Extreme Logic's Paul Hernacki, like other software developers, spoke to TechNewsWorld cautiously about Longhorn. Hernacki said that most of what he knows about Longhorn cannot be disclosed because of the air-tight nondisclosure agreement his company signed with Microsoft.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ms-longhorn-1.jpg,images/microsofts-next-big-move-longhorn-exposed-31262.jpg,https://www.technewsworld.com/story/microsofts-next-big-move-longhorn-exposed-31262.html
microsofts-office-2003-arrives-31382,Microsoft's Office 2003 Arrives,Jay Lyman,"August 20, 2003 9:14 AM PT",Applications,,"Calling its new office package an evolution from stand-alone, desktop applications to a more integrated software system, Microsoft has announced that Office 2003 is priced and ready for manufacturers. Aiming to up the stakes in the office software market, Microsoft called the software the most powerful iteration of Office to date and pitched it as an integrated system that is closely connected with Windows rather than a mere collection of separate applications.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-office-1.jpg,images/microsofts-office-2003-arrives-31382.jpg,https://www.technewsworld.com/story/microsofts-office-2003-arrives-31382.html
mimail-e-mail-worm-spreads-quickly-31256,MiMail E-Mail Worm Spreads Quickly,Jay Lyman,"August 4, 2003 8:39 AM PT",Security,,"An e-mail worm posing as a system administrator message was rapidly spreading over the Internet as workers returned to the office Monday and unwittingly contributed to its proliferation by opening attachments. The worm, dubbed ""MiMail,"" indicates to receivers that their e-mail account will soon expire and tricks users into opening an attachment that contains malicious software -- called ""malware"" -- designed to spread itself. There was an insurgence of infection over the weekend and early on Monday.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/w32-mimail-1.jpg,images/mimail-e-mail-worm-spreads-quickly-31256.jpg,https://www.technewsworld.com/story/mimail-e-mail-worm-spreads-quickly-31256.html
musicmatch-launches-itunes-competitor-for-windows-31704,MusicMatch Launches iTunes Competitor for Windows,Jay Lyman,"September 29, 2003 1:29 PM PT",Hardware,,"The list of legitimate alternatives to the music-trading networks that were used by nearly 60 million people last year grew larger this week with a new service from San Diego-based MusicMatch. Similar to Apple's successful iTunes, which claimed 10 million downloads earlier this month, MusicMatch will let users download songs for 99 cents without a subscription. Like iTunes, each MusicMatch download is restricted according to a set of uniform rules: Tracks are playable on as many as three PCs, can be transferred to Windows Media-supported mobile players and can be burned to CDs.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/musicmatch-1.jpg,images/musicmatch-launches-itunes-competitor-for-windows-31704.jpg,https://www.technewsworld.com/story/musicmatch-launches-itunes-competitor-for-windows-31704.html
napster-beta-ready-to-rock-n-roll-31744,Napster Beta Ready To Rock 'n' Roll,John P. Mello Jr.,"October 2, 2003 1:54 PM PT",Technology,,"A brand synonomous with music piracy is about to reemerge from the scaly bosom of bankruptcy. A beta version of Napster, brought to its knees by music industry litigation over copyright violations, will be launched next Thursday by its white knight, Santa Clara, California-based Roxio. Roxio, well known for its CD-burning software for both PC and Macintosh computers, bought Napster for $5 million last year and vowed to launch a new, improved and legitimate version of the service by Christmas 2003 as a paid service.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/napster.jpg,images/napster-beta-ready-to-rock-n-roll-31744.jpg,https://www.technewsworld.com/story/napster-beta-ready-to-rock-n-roll-31744.html
nasa-information-technology-and-the-future-of-collaboration-31641,"NASA, Information Technology and the Future of Collaboration",David Halperin,"September 23, 2003 4:13 AM PT",Computing,,"Is it an urban myth, or is it really true that NASA sent the first men to the moon with less computing power than what sits inside today's average desktop? The answer largely depends on how you define ""computing power."" But however you define it, today's typical PC packs more punch than a 1960s mainframe. Back in the slide-rule days, space flight and information technology were in their relative infancy. But they were, so to speak, a match made in heaven. Few human activities rely more completely on IT than the exploration of space.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/nasa.jpg,images/nasa-information-technology-and-the-future-of-collaboration-31641.jpg,https://www.technewsworld.com/story/nasa-information-technology-and-the-future-of-collaboration-31641.html
nasuni-founder-andres-rodriguez-object-storage-offers-more-cloud-benefits-lower-cost-87474,Object Storage Offers More Cloud Benefits at Lower Cost,Jack M. Germain,"April 4, 2022 6:00 AM PT",Data Management,EXCLUSIVE INTERVIEW,We spoke with Nasuni Founder and CTO Andres Rodriquez about his journey to Nasuni and the advantages of object storage vs. block storage.,https://www.technewsworld.com/wp-content/uploads/sites/3/2022/02/cloud-server.jpg,images/nasuni-founder-andres-rodriguez-object-storage-offers-more-cloud-benefits-lower-cost-87474.jpg,https://www.technewsworld.com/story/nasuni-founder-andres-rodriguez-object-storage-offers-more-cloud-benefits-lower-cost-87474.html
network-security-warnings-ring-out-31126,Network Security Warnings Ring Out,Jay Lyman,"July 16, 2003 9:20 AM PT",Computing,,"Several computer and Internet security experts warned this week that while threats are on the rise and the lag time between vulnerability and attack is shrinking, government and the private sector have failed to team effectively on network security, leaving infrastructure and systems susceptible. Internet Security Systems reported in its quarterly risk summary that the number of serious security incidents increased 13.7 percent from the first quarter.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/hacker-2.jpg,images/network-security-warnings-ring-out-31126.jpg,https://www.technewsworld.com/story/network-security-warnings-ring-out-31126.html
networks-under-attack-following-cisco-router-flaw-31142,Networks Under Attack Following Cisco Router Flaw,Jay Lyman,"July 18, 2003 8:26 AM PT",Hardware,"August 27, 2026 01:39:00 AM","A software flaw in routers discovered by networking giant Cisco has forced Internet carriers and others to apply fixes quickly before attackers cause network outages by exploiting the vulnerability. Exploit code that takes advantage of the flaw was released early Friday morning, and networks using the Cisco routers and switches were being attacked once or twice per minute, ISS X-Force vice president Chris Rouland told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/networking-1a.jpg,images/networks-under-attack-following-cisco-router-flaw-31142.jpg,https://www.technewsworld.com/story/networks-under-attack-following-cisco-router-flaw-31142.html
new-bill-makes-file-swapping-a-felony-31138,New Bill Makes File Swapping a Felony,Jay Lyman,"July 17, 2003 12:31 PM PT",Hardware,,"Legislation introduced into the U.S. Congress this week would make uploading a file to a peer-to-peer network a felony with penalties of up to $250,000 in fines and five years in prison. The bill, sponsored by Rep. John Conyers, Jr. (D-Michigan) and Rep. Howard Berman (D-California), is aimed at closing loopholes in current copyright legislation and more effectively dealing with crimes that are already against the law, an aide to Congressman Conyers told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/cybercrime-1.jpg,images/new-bill-makes-file-swapping-a-felony-31138.jpg,https://www.technewsworld.com/story/new-bill-makes-file-swapping-a-felony-31138.html
new-open-source-security-flaws-exposed-31642,New Open-Source Security Flaws Exposed,Jay Lyman,"September 22, 2003 12:55 PM PT",Computing,,"Beneath all the noise generated by the latest security holes in Microsoft's Windows operating system, experts have warned of two open-source security flaws that could allow intruders to corrupt memory, take control of systems and launch a denial-of-service (DoS) attack. Software affected by the most serious flaw includes releases of the widely used Sendmail software, a mail transfer agent used in many Unix and Linux systems for processing and managing e-mail.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sendmail-openssh.jpg,images/new-open-source-security-flaws-exposed-31642.jpg,https://www.technewsworld.com/story/new-open-source-security-flaws-exposed-31642.html
newest-worms-dominate-ugly-month-31477,Newest Worms Dominate Ugly Month,Jay Lyman,"September 2, 2003 9:04 AM PT",Security,,"SoBig.F, Blaster, Nachi and MiMail -- the most frequently occurring viruses in August -- helped make last month the worst in the history of computer security, according to antivirus firm Sophos. The business-focused antivirus company, in its monthly virus ranking, pegged the newest viruses as the top four, with SoBig garnering a whopping 37.6 percent of submissions and Blaster accounting for 18.8 percent. Nachi and Mimail each represented more than 5 percent of submissions.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/virus-1.jpg,images/newest-worms-dominate-ugly-month-31477.jpg,https://www.technewsworld.com/story/newest-worms-dominate-ugly-month-31477.html
no-patch-yet-for-internet-explorer-qhost-1-trojan-31752,No Patch Yet for Internet Explorer Qhost-1 Trojan,Jay Lyman,"October 3, 2003 9:49 AM PT",Security,,"Once again, computer attackers are taking advantage of a recent vulnerability -- this time an unpatched flaw in Microsoft's widely used Internet Explorer browser -- to have their way with vulnerable Windows machines through malicious programs known as Trojans. The software security holes that affect Internet Explorer versions 5.01 through 6.0, first disclosed in August, have been the basis for several attacks that reportedly consist of efforts to cash in on redirected Web traffic.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/qhost-1-trojan.jpg,images/no-patch-yet-for-internet-explorer-qhost-1-trojan-31752.jpg,https://www.technewsworld.com/story/no-patch-yet-for-internet-explorer-qhost-1-trojan-31752.html
office-politics-2003-microsoft-style-31571,"Office Politics 2003, Microsoft Style",David Halperin,"September 12, 2003 11:48 AM PT",Applications,,"Microsoft has moved up the public prerelease date of the new edition of its Office 2003 productivity suite to Monday, September 15, to let some of its business customers download the desktop application bundle about two weeks sooner than originally planned. The software -- which will be released to the general public in October -- will include the familiar quintet of Word, Excel, PowerPoint, Outlook and Access (in some versions also Visio, FrontPage and Publisher) and -- depending on which version you buy -- much more.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-office-2003-1.jpg,,https://www.technewsworld.com/story/office-politics-2003-microsoft-style-31571.html
oracle-releases-entry-level-database-31800,Oracle Releases Entry-Level Database,Jay Lyman,"October 8, 2003 2:35 PM PT",Applications,,"Oracle has released an enterprise database for small businesses, promising the same features of its larger database at an entry-level price and position. With its popular database software now available for less than $1,000 in license fees, Oracle said the entry-level database -- designed to offer fast installation and simplified management -- shows the Redwood Shores, California-based company's commitment to small businesses, company spokesperson Leslie Rubin told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/oracle-one-1.jpg,images/oracle-releases-entry-level-database-31800.jpg,https://www.technewsworld.com/story/oracle-releases-entry-level-database-31800.html
oracles-focus-shifts-to-technology-from-takeovers-31526,Oracle's Focus Shifts to Technology from Takeovers,Gene J. Koprowski,"September 9, 2003 8:36 AM PT",Applications,,"Oracle's takeover bid for competitor PeopleSoft -- which has dominated trade press headlines during the dog days of summer -- has somewhat obscured its technology rollout strategy. But that's about to change. This week at the OracleWorld 2003 conference in San Francisco, the database software giant has revealed more information about its long-heralded database software upgrade, Oracle 10i, a product many in the industry are calling Oracle 10g because of its grid-computing design.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/oracle-ellison-3.jpg,images/oracles-focus-shifts-to-technology-from-takeovers-31526.jpg,https://www.technewsworld.com/story/oracles-focus-shifts-to-technology-from-takeovers-31526.html
oracleworld-interrupted-by-bomb-threat-31559,OracleWorld Interrupted by Bomb Threat,Jay Lyman,"September 11, 2003 10:10 AM PT",Security,,"A day before the two-year anniversary of the September 11 terrorist attacks, a series of phone calls threatening the presence of a bomb at San Francisco's Moscone Center forced the evacuation of thousands from Oracle and Seybold trade shows. Authorities, on guard with the approach of September 11, reported a series of calls at about 1:30 PM Wednesday from someone who claimed the bomb had been placed in the conference center. Oracle spokesperson Jennifer Glass told TechNewsWorld that the police department cleared 14,000 people from Moscone Center.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/oracleworld-bomb-threat.jpg,images/oracleworld-interrupted-by-bomb-threat-31559.jpg,https://www.technewsworld.com/story/oracleworld-interrupted-by-bomb-threat-31559.html
p2p-united-issues-code-of-conduct-calls-on-congress-for-help-31717,"P2P United Issues Code of Conduct, Calls on Congress for Help",John P. Mello Jr.,"September 30, 2003 1:56 PM PT",Security,,"In an attempt to gain some legitimacy for its industry, a group of peer-to-peer (P2P) Internet companies has announced a ""code of conduct."" The companies -- collectively called P2P United -- offer services that, among other things, allow people to exchange music files over the Web, a practice that has ignited a massive litigation campaign by the Recording Industry Association of America. The announcement by P2P United was made on the same day reports emerged that the RIAA has settled 20 percent of its 261 lawsuits filed against alleged music pirates.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/p2punited.jpg,images/p2p-united-issues-code-of-conduct-calls-on-congress-for-help-31717.jpg,https://www.technewsworld.com/story/p2p-united-issues-code-of-conduct-calls-on-congress-for-help-31717.html
plasma-screens-and-the-future-of-display-technology-31715,Plasma Screens and the Future of Display Technology,Diane Stresing,"October 1, 2003 4:09 AM PT",Hardware,"August 27, 2026 01:55:50 AM","In the ever-expanding arena of large-display technology, is plasma here to stay? ""Plasma displays, I think, are a very awkward technology,"" James Jaskie, chief scientist at Motorola's Microelectronics and Physical Sciences Laboratory, told TechNewsWorld. Plasma display panels use emissive technology in which the display is created by electrodes igniting the plasma gas to give off various colors, Jaskie explained. ""Everyone we've talked to that makes plasma displays is eager to find another way,"" he said.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/planar-23-flat-mon-1.jpg,images/plasma-screens-and-the-future-of-display-technology-31715.jpg,https://www.technewsworld.com/story/plasma-screens-and-the-future-of-display-technology-31715.html
platform-internet-the-promise-of-grid-computing-31456,Platform Internet: The Promise of Grid Computing,Willy Chui,"August 29, 2003 4:21 AM PT",Security,,"As exciting as the Internet's past 30 years have been, they're only a shadow of what is to come. We are already catching glimpses of the future in projects sponsored by universities and pharmaceutical research labs. Grid computing -- a Web-based operation that will allow companies to share computing resources on demand -- is where we're headed. Simply put, grid computing uses more of a server's computing power. On the grid, the idle time of hundreds -- even thousands -- of servers can be harnessed by any customer needing a massive infusion of processing power.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sun-1b.jpg,images/platform-internet-the-promise-of-grid-computing-31456.jpg,https://www.technewsworld.com/story/platform-internet-the-promise-of-grid-computing-31456.html
postal-service-moves-toward-intelligent-mail-31944,Postal Service Moves Toward Intelligent Mail,Paul Korzeniowski,"October 25, 2003 2:00 AM PT",Security,TECHNOLOGY SPECIAL REPORT,"The U.S. Postal Service would like to add a new word to the mix of adjectives like ""slow"" and ""inefficient"" that have been used to describe it in the past. The new word is ""intelligent,"" and it symbolizes the high-tech spark that is energizing this old-line government agency. A confluence of factors is pushing the Postal Service to expand its services so it can track not only individual packages, but also individual letters, from the starting point where they enter the system to their ultimate destination.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/email-spam-5.jpg,images/postal-service-moves-toward-intelligent-mail-31944.jpg,https://www.technewsworld.com/story/postal-service-moves-toward-intelligent-mail-31944.html
profile-of-the-superworm-sobig-e-exposed-31321,Profile of the Superworm: SoBig.E Exposed,Jack M. Germain,"August 13, 2003 4:00 AM PT",Security,TECHNOLOGY SPECIAL REPORT,"The SoBig.E worm, released two months ago on the Internet, continues to spread among unprotected computers. Some Internet security analysts fear that this latest variant of the SoBig family -- much like future variants of the new Microsoft Blaster worm that began to proliferate early this week -- will cause long-term threats to Internet security. Unlike the rather simple Blaster, the SoBig.E worm's unique design includes a maintenance channel for future updates and a back door that can provide hackers with access to infected machines.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/virus-6.jpg,images/profile-of-the-superworm-sobig-e-exposed-31321.jpg,https://www.technewsworld.com/story/profile-of-the-superworm-sobig-e-exposed-31321.html
psions-netbook-pro-abandons-epoc-in-favor-of-windows-ce-31758,Psion's NetBook Pro Abandons EPOC in Favor of Windows CE,Kirk L. Kroeker,"October 3, 2003 2:12 PM PT",Technology,,"While fans of the Psion series of PDAs and palmtop computers have hailed the devices as the future of handheld computing, the Psion systems have caught on mainly in Europe, with the European market favoring a clamshell design and a thumb keyboard for its PDAs. However, Psion Teklogix -- a division of parent company Psion PLC -- hopes to change this bias with the NetBook Pro, a task-oriented mobile computing device aimed at the laptop market and designed specifically with business users in mind.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/psion-netbook.jpg,images/psions-netbook-pro-abandons-epoc-in-favor-of-windows-ce-31758.jpg,https://www.technewsworld.com/story/psions-netbook-pro-abandons-epoc-in-favor-of-windows-ce-31758.html
published-code-exposes-windows-flaw-31202,Published Code Exposes Windows Flaw,Jay Lyman,"July 28, 2003 8:37 AM PT",Security,"August 27, 2026 01:40:50 AM","Nine days after Microsoft warned of a widespread Windows flaw, a program to exploit it has been published online by a group based in China, representing one of the shortest times between warning and worm. The exploit code, published by a group known as Xfocus, is not technically a worm itself, but it could be used to create a malicious program that would quickly spread on the widely used Windows platform, much like Code Red, Nimda or Slammer, according to security experts.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/virus-8.jpg,images/published-code-exposes-windows-flaw-31202.jpg,https://www.technewsworld.com/story/published-code-exposes-windows-flaw-31202.html
quntis-light-bar-glow-is-an-upgrade-i-never-expected-180487,Quntis Light Bar Glow: An Upgrade I Never Expected,Jack M. Germain,"August 11, 2026 8:00 AM PT",Reviews,PRODUCT REVIEW,"Jack M. Germain reviews the Quntis Light Bar Glow, a compact monitor lamp that combines desk illumination, ambient backlighting, and wireless controls.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/08/quntis-glow-light-bar.jpg,images/quntis-light-bar-glow-is-an-upgrade-i-never-expected-180487.jpg,https://www.technewsworld.com/story/quntis-light-bar-glow-is-an-upgrade-i-never-expected-180487.html
rfid-emerges-to-threaten-the-bar-code-31209,RFID Emerges to Threaten the Bar Code,Gene J. Koprowski,"July 29, 2003 7:41 AM PT",Computing,TECHNOLOGY SPECIAL REPORT,"In the film ""The Recruit,"" Colin Farrell portrays a CIA agent who escapes a double agent by removing a radio frequency identification (RFID) tag placed on him and surreptitiously placing it on the collar of a dog he stops to pet on the street. Alhough most of its uses are not as dramatic as those shown in ""The Recruit,"" RFID tags are being used today by corporations to track people and products in just about every major industry. They transform everyday objects -- like cargo containers, car keys and even clothes on the rack at your local shopping mall -- into mini nodes on a network.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/siemens-parcelwatch-1.jpg,images/rfid-emerges-to-threaten-the-bar-code-31209.jpg,https://www.technewsworld.com/story/rfid-emerges-to-threaten-the-bar-code-31209.html
